47623,第七单元 小数的加法和减法,47508
47624,第八单元 平均数,47508
47558,第一单元 小数乘法,47509
47560,第二单元 图形的平移、旋转与对称,47509
47561,第三单元 小数除法,47509
47563,第四单元 小数混合运算,47509
47564,第五单元 多边形面积的计算,47509
47565,第六单元 可能性,47509
106004,第一单元 倍数和因数,47510
47628,第二单元 分数,47510
47629,第三单元 长方体 正方体,47510
47631,第四单元 分数加减法,47510
47633,第五单元 方程,47510
47634,第六单元 折线统计图,47510
47570,一 分数乘法,47511
47571,二 圆,47511
47572,三 分数除法,47511
47573,四 比和按比例分配,47511
47574,五 图形的变换和确定位置,47511
47575,六 分数混合运算,47511
47576,七 负数的初步认识,47511
47577,八 可能性,47511
47638,第一单元 百分数,47512
47640,第二单元 圆柱和圆锥,47512
47641,第三单元 正比例和反比例,47512
47642,第四单元 扇形统计图,47512
106018,第五单元 总复习,47512
66227,第一单元,66215
66228,第二单元,66215
66229,第三单元,66215
66230,第四单元,66215
66231,第五单元,66215
73488,一 复习与提高,66216
73489,二 位置,66216
73490,三 100以内的数及其加减法,66216
73491,四 应用,66216
73492,五 整理与提高,66216
66292,第一单元,66217
66293,第二单元,66217
66294,第三单元,66217
66295,第四单元,66217
66296,第五单元,66217
73547,一 复习与提高,66218
73548,二 千以内数的认识与表达,66218
73549,三 三位数的加减法,66218
73550,四 应用,66218
73551,五 几何小实践,66218
73552,六 整理与提高,66218
66362,第一单元,66219
66363,第二单元,66219
66364,第三单元,66219
66365,第四单元,66219
66366,第五单元,66219
73604,第一单元 复习与提高,66220
73605,第二单元 乘与除,66220
73606,第三单元 分数的初步认识（一）,66220
73607,第四单元 计算器,66220
73608,第五单元 几何小实践,66220
73609,第六单元 整理与提高,66220
66414,第一单元,66221
66415,第二单元,66221
66416,第三单元,66221
66417,第四单元,66221
66418,第五单元,66221
66419,第六单元,66221
73652,第一单元,66222
73653,第二单元,66222
73654,第三单元,66222
73655,第四单元,66222
73656,第五单元,66222
66469,第一单元,66223
66470,第二单元,66223
66471,第三单元,66223
66472,第四单元,66223
66473,第五单元,66223
66474,第六单元,66223
73695,第一单元,66224
73696,第二单元,66224
73697,第三单元,66224
73698,第四单元,66224
73699,第五单元,66224
73718,第六单元,66224
66519,数的整除,66225
66520,分数,66225
66521,比和比例,66225
66522,圆和扇形,66225
70916,一 快乐的校园——10以内数的认识,70886
70921,二 妈妈小帮手——分类与比较,70886
70958,三 走进花果山——10以内的加减法,70886
70976,四 有趣的游戏——认识位置,70886
70970,五 海鸥回来了——11~20各数的认识,70886
70960,六 谁的手儿巧——认识图形,70886
71000,七 小小运动会——20以内数的进位加法和退位减法,70886
71023,一 下雨了——认识钟表,70887
103679,二 丰收了——100以内数的认识,70887
71025,三 牧童——认识图形,70887
71033,四 绿色行动——100以内数的加减法（一）,70887
71036,五 小小存钱罐——人民币的认识,70887
71038,六 大海边——100以内数的加减法（二）,70887
103676,七 看魔术——乘法的初步认识,70887
71041,八 阿福的新衣——厘米、米的认识,70887
103677,九 我换牙了——统计,70887
71052,一 看杂技——表内乘法（一）,70888
71054,二 小制作——角的初步认识,70888
71058,三 凯蒂学艺——表内乘法（二）,70888
71060,四 森林里的故事——除法的初步认识,70888
101168,五 美丽的校园——认识方向,70888
71065,六 制作标本——表内除法,70888
102817,七 谁的眼睛亮,70888
71066,八 野营——有余数的除法,70888
71070,九 休闲假日——混合运算,70888
71083,一 浏览北京——万以内数的认识,70889
71086,二 甜甜的梦——毫米、分米、千米的认识,70889
71093,三 勤劳的小蜜蜂——万以内数的加减法（一）,70889
71097,四 爱心行动——图形与拼组,70889
71099,五 田园小卫士——万以内数的加减法（二）,70889
103681,六 动物趣闻——克、千克、吨的认识,70889
103682,七 快乐大课间——两位数乘一位数,70889
71106,八 富饶的大海——两、三位数乘一位数,70889
103683,九 我是体育小明星——数据的收集与整理（一）,70889
71103,一 风筝厂见闻——两、三位数除以一位数（一）,70890
71109,二 走进新农村——位置与变换,70890
101487,三 采摘节——混合运算,70890
101488,四 庆元旦——时、分、秒的认识,70890
101489,五 美化校园——图形的周长,70890
71107,六 采访果蔬会——两、三位数除以一位数（二）,70890
71115,七 美丽的街景——两位数乘两位数,70890
101490,八 绿色生态园——解决问题,70890
71116,九 我家买新房子啦——长方形和正方形的面积,70890
